date,region,day_of_week,reduced_bid_policy,ad_spend,impressions,clicks,platform_attributed_leads,total_qualified_leads,organic_plus_direct_leads,estimated_cost_per_qualified_lead
2026-02-15,Recruiting_Region_08,Sunday,0,1394.4329225349086,76152.11361777157,1834.8890760750978,37,44,7,31.69165733033883
2026-02-16,Recruiting_Region_08,Monday,0,1513.681458188179,77836.72085019475,1679.841006323994,33,52,19,29.109258811311136
2026-02-17,Recruiting_Region_08,Tuesday,1,588.7868250362259,45336.236888256855,1312.283482993848,26,45,19,13.084151667471685
2026-02-18,Recruiting_Region_08,Wednesday,0,1285.428224331563,70026.45794912562,1838.7837485452078,39,42,3,30.60543391265626
2026-02-19,Recruiting_Region_08,Thursday,1,759.9352026927141,51400.84902709199,1271.7708346243417,22,31,9,24.514038796539165
2026-02-20,Recruiting_Region_08,Friday,1,688.7437174541393,49318.49421443098,1355.5338629201574,35,43,8,16.017295754747426
2026-02-21,Recruiting_Region_08,Saturday,0,1068.5628691093775,81916.54911592067,1655.7045586641607,31,34,3,31.428319679687576
2026-02-22,Recruiting_Region_08,Sunday,0,1416.9267802338836,77142.67500223841,1834.5246146183988,44,56,12,25.302263932747923
2026-02-23,Recruiting_Region_08,Monday,1,491.1476158580816,40510.11764960175,1322.8686802419381,20,45,25,10.914391463512924
2026-02-24,Recruiting_Region_08,Tuesday,0,1276.3159729882007,85259.4933508123,1555.2504686801406,31,36,5,35.453221471894466
2026-02-25,Recruiting_Region_08,Wednesday,1,674.2256426811127,44638.23019839439,1145.281588593811,21,48,27,14.046367555856515
2026-02-26,Recruiting_Region_08,Thursday,0,1241.743583414959,80861.83639226394,2099.3651584964045,46,57,11,21.78497514763086
2026-02-27,Recruiting_Region_08,Friday,1,628.7910124867976,44505.20824859294,1180.5154966206082,22,49,27,12.832469642587707
2026-02-28,Recruiting_Region_08,Saturday,0,1155.7986647629875,91642.41175154601,1873.4021933251952,35,46,11,25.126057929630164
2026-03-01,Recruiting_Region_08,Sunday,1,635.6948433473444,44562.301446685706,1191.726275647496,23,43,20,14.783601008077778
2026-01-05,Recruiting_Region_09,Monday,0,1904.2601461799838,110203.03242577602,2723.3270066769633,60,22,0,86.55727937181744
2026-01-06,Recruiting_Region_09,Tuesday,0,1671.3879997551994,106584.74408602499,2411.86111740326,40,32,0,52.23087499234998
2026-01-07,Recruiting_Region_09,Wednesday,0,1849.800753674762,105986.36109777025,2685.990614058288,47,33,0,56.05456829317461
2026-01-08,Recruiting_Region_09,Thursday,0,1688.0036901355975,106127.45674413873,2891.8655807135724,57,32,0,52.75011531673742
2026-01-09,Recruiting_Region_09,Friday,0,1763.6704430859406,112619.07953872664,2631.3598760184027,52,53,1,33.27680081294228
2026-01-10,Recruiting_Region_09,Saturday,1,824.5135272901261,69990.3538702834,1739.8849470897408,31,39,8,21.14137249461862
2026-01-11,Recruiting_Region_09,Sunday,0,1715.0844030651901,108549.6296205159,2814.2111033221145,65,37,0,46.35363251527541
2026-01-12,Recruiting_Region_09,Monday,1,935.6371926262643,74470.76351896524,1753.2316731748047,32,42,10,22.277076014911056
2026-01-13,Recruiting_Region_09,Tuesday,0,1904.3805728205748,114080.85865823072,2886.0574035366008,62,46,0,41.3995776700125
2026-01-14,Recruiting_Region_09,Wednesday,1,890.4331777972599,66471.06345623074,1477.892372356584,38,46,8,19.357242995592607
2026-01-15,Recruiting_Region_09,Thursday,0,1911.2657068144083,121730.48857134965,2783.23713382617,79,51,0,37.47579817283154
2026-01-16,Recruiting_Region_09,Friday,1,830.8691069846303,57727.89368035914,1766.7805054329497,28,55,27,15.106711036084187
2026-01-17,Recruiting_Region_09,Saturday,1,958.8752961307872,64932.16524615603,1835.0215249023997,27,34,7,28.202214592081976
2026-01-18,Recruiting_Region_09,Sunday,1,799.2309807139604,61895.72404994916,1657.3971802577225,28,38,10,21.032394229314747
2026-01-19,Recruiting_Region_09,Monday,0,1813.7877077412809,108671.47809870118,2676.3884902231302,61,35,0,51.822505935465166
2026-01-20,Recruiting_Region_09,Tuesday,1,905.8241276017721,62755.451429574896,1575.3284742600706,24,40,16,22.645603190044305
2026-01-21,Recruiting_Region_09,Wednesday,1,1064.9974090843707,64636.86912640288,1696.914591970023,33,27,0,39.44434848460632
2026-01-22,Recruiting_Region_09,Thursday,0,1950.529610265601,115299.34380314586,2701.3331242319414,55,43,0,45.361153727106995
2026-01-23,Recruiting_Region_09,Friday,1,947.7287881138669,68318.24302767387,1561.900177742857,35,35,0,27.077965374681913
2026-01-24,Recruiting_Region_09,Saturday,0,1847.1582823440908,113429.97900632852,2741.559671096546,61,34,0,54.3281847748262
2026-01-25,Recruiting_Region_09,Sunday,1,863.3148412161488,65372.578690854585,1750.2411823434302,38,34,0,25.391612976945552
2026-01-26,Recruiting_Region_09,Monday,0,1733.0727902338404,113385.51464269418,2723.960303649068,59,36,0,48.1409108398289
2026-01-27,Recruiting_Region_09,Tuesday,1,1011.4202164017639,70252.30437579115,1814.7937893394908,22,31,9,32.626458593605285
2026-01-28,Recruiting_Region_09,Wednesday,0,1826.3123419207584,109826.50362016256,2706.3092392014914,63,40,0,45.65780854801896
2026-01-29,Recruiting_Region_09,Thursday,1,813.666762741338,61792.84769072109,1398.6727045834284,22,41,19,19.845530798569218
2026-01-30,Recruiting_Region_09,Friday,1,1010.9262657216925,66756.48381581664,1690.0784614047598,34,46,12,21.976657950471576
2026-01-31,Recruiting_Region_09,Saturday,0,1744.9358944254504,118509.62926056393,3011.9784020858233,56,39,0,44.74194601090898
2026-02-01,Recruiting_Region_09,Sunday,1,761.5290761231755,69355.16989007335,1844.5606671791204,29,32,3,23.797783628849235
2026-02-02,Recruiting_Region_09,Monday,1,855.2458361229249,76505.53960540911,1692.5398390155747,36,56,20,15.272247073623658
2026-02-03,Recruiting_Region_09,Tuesday,1,932.0018108767117,69401.51252340413,1810.8651319739251,32,62,30,15.032287272205028
2026-02-04,Recruiting_Region_09,Wednesday,0,1893.9203699507086,119719.70666496569,2624.1995571701686,50,68,18,27.85177014633395
2026-02-05,Recruiting_Region_09,Thursday,0,1778.4774535676959,119914.43969887169,2676.4680504115486,52,71,19,25.048978219263322
2026-02-06,Recruiting_Region_09,Friday,0,1820.089094028471,113966.85099692194,2579.1665742407054,63,63,0,28.890303079817
2026-02-07,Recruiting_Region_09,Saturday,1,1257.3020093128782,67896.45295972897,1688.7769282463146,36,62,26,20.279064666336744
2026-02-08,Recruiting_Region_09,Sunday,1,918.1286690855044,56795.11608678203,1686.788822991564,25,60,35,15.302144484758406
2026-02-09,Recruiting_Region_09,Monday,1,875.9960753404488,68314.86019464345,1912.2236556469668,24,78,54,11.230718914621137
2026-02-10,Recruiting_Region_09,Tuesday,0,1837.5197133608478,106958.99832748367,2686.704659706303,54,87,33,21.12091624552699
2026-02-11,Recruiting_Region_09,Wednesday,1,977.0143784144661,72166.62506962213,1817.1751048851136,32,92,60,10.619721504505067
2026-02-12,Recruiting_Region_09,Thursday,0,1825.8046519186942,116210.51975256497,2443.0411143009555,49,85,36,21.480054728455226
2026-02-13,Recruiting_Region_09,Friday,1,965.6793272344548,68525.6579905947,1690.4707477641177,32,61,29,15.830808643187783
2026-02-14,Recruiting_Region_09,Saturday,0,1908.2261395608664,109721.85974704997,2752.8556562048057,59,66,7,28.912517266073735
2026-02-15,Recruiting_Region_09,Sunday,0,1597.8898520722994,117332.44163232349,2991.638872681824,62,52,0,30.72865100139037
2026-02-16,Recruiting_Region_09,Monday,1,1035.7697629839972,64438.82537880512,1742.7012614091366,32,65,33,15.934919430523035
2026-02-17,Recruiting_Region_09,Tuesday,0,1791.7076750977728,121948.16717976371,2873.266063762797,70,67,0,26.741905598474222
2026-02-18,Recruiting_Region_09,Wednesday,1,980.7065682355584,84318.91550452671,1583.2355078832197,23,51,28,19.2295405536384
2026-02-19,Recruiting_Region_09,Thursday,0,1903.6466398205046,117656.80422496166,2742.5935717823854,68,55,0,34.611757087645536
2026-02-20,Recruiting_Region_09,Friday,0,1706.2508986870394,108591.83531956283,2618.2636594704236,58,56,0,30.468766047982847
2026-02-21,Recruiting_Region_09,Saturday,1,903.735072530171,63944.423416048165,1800.9683692181607,29,57,28,15.855001272459141
2026-02-22,Recruiting_Region_09,Sunday,1,894.069344006425,67933.24205319118,1883.7394793955752,38,51,13,17.53077145110637
2026-02-23,Recruiting_Region_09,Monday,0,1741.4885534788882,109962.73881232722,2760.572508340546,50,56,6,31.098009883551576
2026-02-24,Recruiting_Region_09,Tuesday,1,966.6545461298824,76470.91210601495,1789.4424082758135,41,66,25,14.646281001967916
2026-02-25,Recruiting_Region_09,Wednesday,0,1695.8071563044903,122105.55800946953,2385.931343170785,65,60,0,28.26345260507484
2026-02-26,Recruiting_Region_09,Thursday,0,1719.0183175865354,110618.70901895833,2699.0771213856824,60,69,9,24.913308950529498
2026-02-27,Recruiting_Region_09,Friday,1,1050.8943174638105,66739.54417259178,1796.8995052464388,37,82,45,12.815784359314762
2026-02-28,Recruiting_Region_09,Saturday,1,887.0474625446041,72357.05484730084,1644.3513117121818,39,79,40,11.228448892969672
2026-03-01,Recruiting_Region_09,Sunday,0,1985.5693348381117,116208.45472105262,2406.8813572876174,44,82,38,24.214260180952582
2026-01-05,Recruiting_Region_10,Monday,0,1727.429857541405,101959.85476831831,2479.311113789127,62,25,0,69.0971943016562
2026-01-06,Recruiting_Region_10,Tuesday,0,1904.6767701209913,111953.32652858099,2656.92037772025,50,36,0,52.90768805891642
2026-01-07,Recruiting_Region_10,Wednesday,1,880.8335735271556,67857.3674629808,1470.1123889690737,29,24,0,36.70139889696482
2026-01-08,Recruiting_Region_10,Thursday,1,684.6143092937403,55482.885074025115,1655.0197609329814,35,38,3,18.0161660340458
2026-01-09,Recruiting_Region_10,Friday,0,1764.0885318289165,106208.70057326589,2706.746730491663,60,26,0,67.84955891649679
2026-01-10,Recruiting_Region_10,Saturday,0,1840.6706809910631,104099.97413263956,2492.8396252348575,64,32,0,57.52095878097072
2026-01-11,Recruiting_Region_10,Sunday,0,1714.3750106122104,107454.05550630575,2523.7221823519485,48,28,0,61.227678950436086
2026-01-12,Recruiting_Region_10,Monday,1,917.1238571624723,63503.45593113514,1451.5337982320987,19,35,16,26.203538776070637
2026-01-13,Recruiting_Region_10,Tuesday,0,1703.3207649068452,105247.09481446461,2773.530894117764,59,46,0,37.02871228058359
2026-01-14,Recruiting_Region_10,Wednesday,0,1791.6885220898698,102195.282385337,2522.412805821354,49,44,0,40.72019368386068
2026-01-15,Recruiting_Region_10,Thursday,1,875.9394099655333,55590.956174091705,1665.3143550203858,21,45,24,19.465320221456295
2026-01-16,Recruiting_Region_10,Friday,1,1075.1252170695536,68471.87711278036,1617.2458452125293,27,40,13,26.878130426738842
2026-01-17,Recruiting_Region_10,Saturday,1,791.4851561871099,66141.93877654852,1674.7372635462152,33,33,0,23.984398672336663
2026-01-18,Recruiting_Region_10,Sunday,0,1591.2785234403334,112248.53769492298,2689.5316233795083,54,23,0,69.18602275827537
2026-01-19,Recruiting_Region_10,Monday,0,1713.9103709362143,115989.57533684473,2532.643755870402,57,42,0,40.80738978419558
2026-01-20,Recruiting_Region_10,Tuesday,1,1124.40354728108,59315.026441463546,1710.9560114753485,37,31,0,36.27108217035742
2026-01-21,Recruiting_Region_10,Wednesday,1,942.5666345775666,65225.90048756604,1605.0634794127386,34,39,5,24.16837524557863
2026-01-22,Recruiting_Region_10,Thursday,1,899.4839768389766,60282.986482613385,1892.4143097685785,38,28,0,32.12442774424916
2026-01-23,Recruiting_Region_10,Friday,1,801.7373941917265,65587.63180077334,1493.7281127255312,29,26,0,30.836053622758712
2026-01-24,Recruiting_Region_10,Saturday,0,1594.7526258103535,114397.97308919825,2521.7157842401084,65,28,0,56.95545092179834
2026-01-25,Recruiting_Region_10,Sunday,1,951.3950046979094,62365.49430163907,1650.210172556677,30,24,0,39.64145852907956
2026-01-26,Recruiting_Region_10,Monday,1,970.736271598232,62930.70434918129,1634.666933958609,22,36,14,26.96489643328422
2026-01-27,Recruiting_Region_10,Tuesday,1,924.1142367261996,63050.22198136269,1681.965218683064,29,26,0,35.54285525869999
2026-01-28,Recruiting_Region_10,Wednesday,0,1652.0857870873438,117887.90692064386,2730.967375568232,52,27,0,61.188362484716436
2026-01-29,Recruiting_Region_10,Thursday,1,928.6721222503357,58778.52126317841,1711.3175889057593,26,32,6,29.021003820322992
2026-01-30,Recruiting_Region_10,Friday,1,947.5175605068501,63925.166559863,1322.004358169431,17,28,11,33.83991287524465
2026-01-31,Recruiting_Region_10,Saturday,1,927.9136120479334,73604.2855463776,1883.2910316059297,35,37,2,25.078746271565766
2026-02-01,Recruiting_Region_10,Sunday,1,955.0642022310383,59771.16994575558,1713.62684715301,27,26,0,36.733238547347625
2026-02-02,Recruiting_Region_10,Monday,0,1735.9756937689149,113546.624031689,2670.821776642522,65,41,0,42.34087057972963
2026-02-03,Recruiting_Region_10,Tuesday,0,1818.2077110917269,112009.04429237435,2496.1087834146765,49,58,9,31.348408811926326
2026-02-04,Recruiting_Region_10,Wednesday,1,969.9820555683642,64626.578988106485,1839.6732876035385,34,48,14,20.20795949100759
2026-02-05,Recruiting_Region_10,Thursday,0,1701.8885703169683,114681.62137367982,2813.8176337297473,60,53,0,32.11110510032016
2026-02-06,Recruiting_Region_10,Friday,0,1790.907226180995,114792.64750781731,2566.095073131773,58,56,0,31.98048618180348
2026-02-07,Recruiting_Region_10,Saturday,1,898.0633053848312,63511.160552336485,1744.6862509046255,32,53,21,16.944590667638323
2026-02-08,Recruiting_Region_10,Sunday,0,1610.6634320777982,107638.1681115515,2625.5382152692587,60,50,0,32.21326864155596
2026-02-09,Recruiting_Region_10,Monday,0,1876.5762120799975,94546.87432975994,2482.4951497792067,60,49,0,38.297473715918315
2026-02-10,Recruiting_Region_10,Tuesday,0,1725.3891649333696,114668.47164652389,2851.986351725456,70,53,0,32.55451254591263
2026-02-11,Recruiting_Region_10,Wednesday,0,1620.813919037965,100335.28399828261,2409.3844000734707,42,69,27,23.490056797651665
2026-02-12,Recruiting_Region_10,Thursday,1,595.2218115092493,58067.05926030292,1610.88294426567,29,80,51,7.440272643865616
2026-02-13,Recruiting_Region_10,Friday,0,1646.2968491016682,110949.91652244319,2582.1386391174433,58,71,13,23.18727956481223
2026-02-14,Recruiting_Region_10,Saturday,0,1732.8028206252773,109553.75892578225,2500.0642695142974,53,49,0,35.36332286990362
2026-02-15,Recruiting_Region_10,Sunday,0,1652.9883425859312,123878.68060091189,2727.990226333378,70,58,0,28.49979901010226
2026-02-16,Recruiting_Region_10,Monday,1,851.488177408076,66878.77618605644,1691.9219047966917,27,54,27,15.768299581631037
2026-02-17,Recruiting_Region_10,Tuesday,1,804.6116497255878,57783.90872985678,1882.059508462638,39,49,10,16.420645912767096
2026-02-18,Recruiting_Region_10,Wednesday,0,1651.6298741575679,102957.46987972294,2417.7964390698567,51,55,4,30.029634075592142
2026-02-19,Recruiting_Region_10,Thursday,0,1744.1861607643311,105927.62055249358,2597.117397307126,72,55,0,31.712475650260565
2026-02-20,Recruiting_Region_10,Friday,1,847.3341503856307,53839.338004417456,1707.1113669118624,34,50,16,16.946683007712615
2026-02-21,Recruiting_Region_10,Saturday,1,817.2292163142687,66843.07950028578,1727.6628625752303,40,39,0,20.954595290109452
2026-02-22,Recruiting_Region_10,Sunday,0,1874.441376329381,114791.98345157958,2566.30988159269,43,35,0,53.55546789512517
2026-02-23,Recruiting_Region_10,Monday,0,1714.150552531541,108053.41967296688,2644.9744247864774,57,49,0,34.98266433737839
2026-02-24,Recruiting_Region_10,Tuesday,1,862.8408935126586,62950.22476602452,1634.2941149795543,24,61,37,14.144932680535387
2026-02-25,Recruiting_Region_10,Wednesday,1,819.6615734347359,68757.61609725055,1777.9481967030076,34,51,17,16.07179555754384
2026-02-26,Recruiting_Region_10,Thursday,1,886.4246725296524,62774.578962202584,1705.0431093664656,33,54,21,16.41527171351208
2026-02-27,Recruiting_Region_10,Friday,0,1801.2887341908947,111391.5609065906,2678.535868429783,53,66,13,27.29225354834689
2026-02-28,Recruiting_Region_10,Saturday,0,1800.147523921368,104586.39413716467,2541.828924751876,53,48,0,37.5030734150285
2026-03-01,Recruiting_Region_10,Sunday,1,1008.4090589948357,65832.62922126484,1543.6292481574662,34,65,31,15.513985522997473
2026-01-05,Recruiting_Region_11,Monday,0,1561.145354968009,100463.04437568305,2451.6956193687192,57,29,0,53.83259844717273
2026-01-06,Recruiting_Region_11,Tuesday,1,858.2723272355383,47115.71496052555,1819.0739526202062,35,42,7,20.435055410369962
2026-01-07,Recruiting_Region_11,Wednesday,1,777.7944838681223,68165.37668975278,1498.404263820521,32,43,11,18.088243810886564
2026-01-08,Recruiting_Region_11,Thursday,1,963.6297782173452,49687.70636029013,1403.5237705235097,21,48,27,20.075620379528026
2026-01-09,Recruiting_Region_11,Friday,0,1521.8766311816119,110191.78803563677,2512.7165002446463,47,39,0,39.02247772260543
2026-01-10,Recruiting_Region_11,Saturday,1,837.5595576134402,64856.86827345246,1691.8677969367775,33,34,1,24.634104635689418
2026-01-11,Recruiting_Region_11,Sunday,1,674.2744686532185,58791.17349738335,1732.0873906446861,26,33,7,20.432559656158137
2026-01-12,Recruiting_Region_11,Monday,0,1681.8828517782902,106385.54012372937,2347.1014734502623,54,61,7,27.571850029152298
2026-01-13,Recruiting_Region_11,Tuesday,0,1627.6766208111858,97058.0796682012,2483.6936453944118,51,44,0,36.992650472981495
2026-01-14,Recruiting_Region_11,Wednesday,0,1707.5976145205157,106770.66592522328,2528.2394437802554,49,56,7,30.492814545009207
2026-01-15,Recruiting_Region_11,Thursday,1,815.2196793399573,62509.36879387051,1529.2195841530165,30,46,16,17.722166942172986
2026-01-16,Recruiting_Region_11,Friday,0,1671.7257163337406,95519.64487195344,2316.972237303845,44,49,5,34.11685135374981
2026-01-17,Recruiting_Region_11,Saturday,0,1737.8256095264903,105284.43882411861,2402.3117088211857,56,41,0,42.38599047625586
2026-01-18,Recruiting_Region_11,Sunday,1,916.2452784023103,54790.47176956199,1507.8707153136093,29,46,17,19.91837561744153
2026-01-19,Recruiting_Region_11,Monday,0,1613.7079883967695,105136.11134370664,2586.713058094749,48,42,0,38.42161877135165
2026-01-20,Recruiting_Region_11,Tuesday,1,707.2236476877229,66255.9752707772,1730.0379758988158,26,42,16,16.838658278279116
2026-01-21,Recruiting_Region_11,Wednesday,0,1669.5341959993275,101467.36257576675,2373.3749504184143,53,28,0,59.62622128569027
2026-01-22,Recruiting_Region_11,Thursday,1,876.8722615068689,57212.98412948591,1540.1856000549744,37,41,4,21.387128329435825
2026-01-23,Recruiting_Region_11,Friday,0,1652.26106066411,103450.35737552342,2569.9962058981782,53,34,0,48.59591354894441
2026-01-24,Recruiting_Region_11,Saturday,1,849.2723405077547,48394.3402979892,1653.7157998641999,24,30,6,28.30907801692516
2026-01-25,Recruiting_Region_11,Sunday,1,795.2941575113945,56509.06500564663,1590.9187198878942,27,27,0,29.455339167088685
2026-01-26,Recruiting_Region_11,Monday,0,1601.6657305916765,95815.17854576564,2588.828451886923,61,41,0,39.06501781930918
2026-01-27,Recruiting_Region_11,Tuesday,0,1637.1883067882804,94176.00927262293,2707.3202843145373,58,36,0,45.477452966341126
2026-01-28,Recruiting_Region_11,Wednesday,0,1571.600756134189,108139.36541740342,2257.4022794955004,40,44,4,35.71819900304975
2026-01-29,Recruiting_Region_11,Thursday,1,915.8291947115105,60355.46964490108,1458.5048455082447,23,44,21,20.814299879807056
2026-01-30,Recruiting_Region_11,Friday,0,1640.8769477714936,94840.90249564886,2245.5516717269866,45,41,0,40.02138897003643
2026-01-31,Recruiting_Region_11,Saturday,1,1000.7355009961146,62015.53529124931,1520.0587473416606,23,43,20,23.27291862781662
2026-02-01,Recruiting_Region_11,Sunday,1,767.8731315759612,66096.33622014525,1522.4782731390844,27,39,12,19.68905465579388
2026-02-02,Recruiting_Region_11,Monday,0,1439.3865917811206,109979.74082088018,2566.9279594577984,42,54,12,26.655307255205937
2026-02-03,Recruiting_Region_11,Tuesday,1,909.4040098629923,55840.500793406085,1359.8777944942042,34,60,26,15.156733497716539
2026-02-04,Recruiting_Region_11,Wednesday,1,669.88192344318,48382.85949506855,1752.9703991478507,24,72,48,9.303915603377499
2026-02-05,Recruiting_Region_11,Thursday,1,938.5176618876874,62387.499330554114,1593.829035213038,17,72,55,13.03496752621788
2026-02-06,Recruiting_Region_11,Friday,0,1625.5080425332483,103778.71706405106,2323.9544575786144,62,80,18,20.318850531665603
2026-02-07,Recruiting_Region_11,Saturday,1,957.5610041723818,57451.988900116936,1568.2103665637644,26,67,41,14.291955286154952
2026-02-08,Recruiting_Region_11,Sunday,0,1699.1314644380534,99819.05196543888,2332.323743115609,43,55,12,30.893299353419152
2026-02-09,Recruiting_Region_11,Monday,1,771.9393559652381,52182.57918423509,1838.5085215078693,42,83,41,9.30047416825588
2026-02-10,Recruiting_Region_11,Tuesday,0,1666.9641184587847,102199.30853819133,2600.0917823355344,46,73,27,22.83512491039431
2026-02-11,Recruiting_Region_11,Wednesday,0,1771.1744801411082,109322.43007979392,2442.6314347949287,48,103,55,17.19586873923406
2026-02-12,Recruiting_Region_11,Thursday,0,1600.7260408216355,102297.1628718925,2461.6248278268827,46,85,39,18.832071068489828
2026-02-13,Recruiting_Region_11,Friday,0,1599.5994240399348,99696.58758870272,2545.2682612986678,50,89,39,17.973027236403762
2026-02-14,Recruiting_Region_11,Saturday,1,793.1709938008562,68231.44175493749,1636.939107506474,29,61,32,13.002803177063216
2026-02-15,Recruiting_Region_11,Sunday,0,1619.7188655932155,103661.27242734558,2282.5252461836526,49,59,10,27.452862128698566
2026-02-16,Recruiting_Region_11,Monday,1,786.4392353818672,62660.678798936155,1550.8897718938786,26,71,45,11.076608949040383
2026-02-17,Recruiting_Region_11,Tuesday,0,1629.2912239790178,112308.41251414974,2361.3703672167403,61,81,20,20.11470646887676
2026-02-18,Recruiting_Region_11,Wednesday,0,1681.4260074308622,98773.51780739859,2376.103920976752,70,64,0,26.272281366107222
2026-02-19,Recruiting_Region_11,Thursday,1,858.4593167560612,55103.43317286612,1483.7378188030668,28,67,39,12.812825623224795
2026-02-20,Recruiting_Region_11,Friday,0,1687.5932286934426,103083.241873715,2404.095332273094,47,70,23,24.108474695620608
2026-02-21,Recruiting_Region_11,Saturday,1,778.3990135714289,56402.14780199977,1564.1800053754398,25,50,25,15.567980271428578
2026-02-22,Recruiting_Region_11,Sunday,1,841.515150743988,60687.88916275326,1438.7348764493295,24,68,44,12.375222805058646
2026-02-23,Recruiting_Region_11,Monday,0,1752.7833104999836,108742.79181665953,2469.5183508627697,64,59,0,29.708191703389552
2026-02-24,Recruiting_Region_11,Tuesday,1,796.2228788261191,54935.36338944185,1420.094203123542,23,76,53,10.47661682665946
2026-02-25,Recruiting_Region_11,Wednesday,1,804.2438132483529,52734.3507833029,1623.9278172140164,32,82,50,9.807851381077475
2026-02-26,Recruiting_Region_11,Thursday,1,773.8349569312671,55776.85947117066,1730.1048348734037,33,60,27,12.897249282187785
2026-02-27,Recruiting_Region_11,Friday,0,1747.1999368848867,105745.81747734125,2591.6516310288484,69,87,18,20.082757895228582
2026-02-28,Recruiting_Region_11,Saturday,1,812.0484398226292,64855.214535313906,1368.3206689173999,23,81,58,10.025289380526287
2026-03-01,Recruiting_Region_11,Sunday,0,1534.7403712712844,105436.62703700269,2364.5356153896178,50,89,39,17.244273834508814
2026-01-05,Recruiting_Region_12,Monday,0,962.8524560108676,73005.55888425326,1554.544540614299,40,27,0,35.66120207447658
2026-01-06,Recruiting_Region_12,Tuesday,1,503.32976031025447,46221.74302143428,1307.880171948178,18,21,3,23.968083824297832
2026-01-07,Recruiting_Region_12,Wednesday,1,505.72932231796756,40890.39194703178,1158.2199449199152,22,24,2,21.07205509658198
2026-01-08,Recruiting_Region_12,Thursday,1,546.4966838706438,48552.31539431349,1170.375474764301,26,38,12,14.381491680806414
2026-01-09,Recruiting_Region_12,Friday,0,1105.2980236701053,76798.70114561624,1782.5443102911713,35,27,0,40.93696383963353
2026-01-10,Recruiting_Region_12,Saturday,1,496.2145216513979,41241.205171861446,1289.2974840538232,27,34,7,14.59454475445288
2026-01-11,Recruiting_Region_12,Sunday,0,1144.6333176643725,73094.15563077596,1723.3560067617893,26,19,0,60.24385882444066
2026-01-12,Recruiting_Region_12,Monday,0,1192.5843399490595,72632.08771904501,1830.9546496084715,46,33,0,36.13891939239574
2026-01-13,Recruiting_Region_12,Tuesday,1,568.4227646515872,37446.48707153177,923.4382309585624,13,25,12,22.736910586063487
2026-01-14,Recruiting_Region_12,Wednesday,1,604.1967226123755,46574.76374427823,970.1709084624924,16,25,9,24.167868904495023
2026-01-15,Recruiting_Region_12,Thursday,1,758.8051980128034,39340.29162442488,1115.5988993058286,16,39,23,19.45654353878983
2026-01-16,Recruiting_Region_12,Friday,1,745.3407535298132,45247.971418236666,1117.6005552593097,17,32,15,23.291898547806664
2026-01-17,Recruiting_Region_12,Saturday,1,574.8150261279615,39380.43980319169,1045.0747386804842,23,18,0,31.934168118220082
2026-01-18,Recruiting_Region_12,Sunday,1,612.0997094410209,49523.29158719681,1226.6552082042276,17,26,9,23.54229651696234
2026-01-19,Recruiting_Region_12,Monday,0,954.0166665088534,66342.71979582537,1721.2198597779957,48,35,0,27.257619043110097
2026-01-20,Recruiting_Region_12,Tuesday,1,688.9525832167442,39405.3409707773,1172.7707283982274,26,24,0,28.706357634031008
2026-01-21,Recruiting_Region_12,Wednesday,0,957.2096802227338,71068.90665665215,1542.788893594638,35,29,0,33.00723035250806
2026-01-22,Recruiting_Region_12,Thursday,0,1195.8953855109066,78384.72637083397,1470.247375361906,35,23,0,51.99545154395246
2026-01-23,Recruiting_Region_12,Friday,0,1197.3896662008895,64302.46908814251,1660.6837949566993,45,24,0,49.891236091703725
2026-01-24,Recruiting_Region_12,Saturday,0,1117.205839852967,76434.9152666188,1981.2379815280258,33,31,0,36.03889805977313
2026-01-25,Recruiting_Region_12,Sunday,0,1018.6471373760944,67189.2024397074,1607.264269764797,43,28,0,36.38025490628909
2026-01-26,Recruiting_Region_12,Monday,1,571.0295390246575,47511.40657611275,985.670426791203,20,23,3,24.827371261941632
2026-01-27,Recruiting_Region_12,Tuesday,0,1274.7966837051497,65236.95336784389,1589.5682279514456,31,29,0,43.958506334660335
2026-01-28,Recruiting_Region_12,Wednesday,0,1193.2358211925268,73969.41120543328,1662.9234241737886,38,37,0,32.24961678898721
2026-01-29,Recruiting_Region_12,Thursday,1,652.7046959747148,49244.31270262205,1126.006261395467,28,30,2,21.75682319915716
2026-01-30,Recruiting_Region_12,Friday,1,475.2473540857802,36272.912977412256,1160.2796772559725,18,33,15,14.40143497229637
2026-01-31,Recruiting_Region_12,Saturday,1,652.7718993048253,45499.16116515397,1325.8192147230004,15,24,9,27.198829137701054
2026-02-01,Recruiting_Region_12,Sunday,0,884.1265610127416,69758.91233787771,1613.0752862967781,40,19,0,46.53297689540745
2026-02-02,Recruiting_Region_12,Monday,0,1176.5188600537297,66672.76579585741,1619.7763282434023,25,42,17,28.012353810803088
2026-02-03,Recruiting_Region_12,Tuesday,0,1017.997514831289,68075.78171094008,1524.5764928373787,32,48,16,21.20828155898519
2026-02-04,Recruiting_Region_12,Wednesday,1,429.6586774050127,37712.12007962123,1024.7266007221917,18,42,24,10.229968509643161
2026-02-05,Recruiting_Region_12,Thursday,0,1168.6375942987165,66466.39653847656,1794.2220513857237,31,47,16,24.86462966593014
2026-02-06,Recruiting_Region_12,Friday,0,1086.179494597818,70693.77567230203,1590.3883691876167,38,62,24,17.519024106416417
2026-02-07,Recruiting_Region_12,Saturday,1,466.37497870214435,36203.30861068062,790.3836883734875,13,45,32,10.363888415603208
